username,role,category1,category2
matizito,normalUser,Animals:1089,World War II: 1049
kelvinliu,normalUser,Travel:1097,Economic:1021
wrlock,normalUser,Medical:2145,Fighting:1046
lspss99168,normalUser,Bluffing:1023,Napoleonic:1051
jorojoro,normalUser,Novel-Based:1093,Abstact Strategy:1009
silence2017,normalUser,Fighting:1046,Puzzle:1028
wallacemcgregor,normalUser,Book:1117,Spies/Secret Agents:1081
kurokawaryou,normalUser,Miniatures:1047,Puzzle:1028
squarle,normalUser,Educational:1094,Miniatures:1047
semicharm,normalUser,Economic:1021,Number:1098
rorrrrr,normalUser,Puzzle:1028,Transportation:1011
olabarcelona,normalUser,Spies/Secret Agents:1081,Card Game:1002
ashtxo,normalUser,Print & Play:1120,Video Game Theme:1101
premutos,normalUser,Novel-Based:1093,Puzzle:1028
browncoatwho,normalUser,Exploration:1020,Card Game:1002
kaijuforever,normalUser,Wargame:1019,Puzzle:1028
matotias,normalUser,Travel:1097,Ancient:1050
tytyxian,normalUser,Animals:1089,Transportation:1011
ffelipecc,normalUser,Miniatures:1047,Ancient:1050
sisp0212,normalUser,Racing:1031,Novel-Based:1093
jaysen,normalUser,World War II: 1049,Medieval:1035
asommerh,normalUser,Novel-Based:1093,Trains:1034
sparts,normalUser,Book:1117,Aviation/Flight:2650
ganadoll,normalUser,Video Game Theme:1101,Book:1117
elosin,normalUser,Modern Warfare:1069,Adventure:1022
renslo,normalUser,Children's Game:1041,Educational:1094
bumblebee85,normalUser,Travel:1097,Bluffing:1023
ironsquall,normalUser,Murder/Mystery:1040,Print & Play:1120
kryliak,normalUser,Sports:1038,Number:1098
nodame,normalUser,Medieval:1035,Action/Dexterity:1032
doudou39,normalUser,Novel-Based:1093,Movies/TV/Radio Theme:1064
warhaug,normalUser,Murder/Mystery:1040,Number:1098
locheukkui,normalUser,Miniatures:1047,Trains:1034
tamystik,normalUser,Puzzle:1028,Educational:1094
isadorablee,normalUser,Exploration:1020,Bluffing:1023
seiferkatt,normalUser,Territory Building:1086,Number:1098
spankytaz,normalUser,Novel-Based:1093,Print & Play:1120
rlsimps,normalUser,Party Game:1030,Print & Play:1120
caldinhas,normalUser,Trains:1034,Transportation:1011
koto1sa,normalUser,Animals:1089,Novel-Based:1093
mrsnextmatch,normalUser,Trains:1034,Word-game:1025
ymmtfmy,normalUser,Murder/Mystery:1040,Medical:2145
proundpreston,normalUser,Miniatures:1047,Aviation/Flight:2650
elza76,normalUser,Medieval:1035,Territory Building:1086
fifthwinter,normalUser,Collectible Components:1044,Exploration:1020
shadowbaker3,normalUser,Murder/Mystery:1040,Collectible Components:1044
aesdeluca,normalUser,Educational:1094,Bluffing:1023
chadmonster,normalUser,Fantasy:1010,Action/Dexterity:1032
trogdorf899,normalUser,Novel-Based:1093,Sports:1038
bheff,normalUser,Collectible Components:1044,Spies/Secret Agents:1081
flyingdoodle,normalUser,Number:1098,Fantasy:1010
waiting511,normalUser,Napoleonic:1051,Zombies:2481
pks2007,normalUser,Print & Play:1120,Deduction:1039
jeffsbored,normalUser,Miniatures:1047,Puzzle:1028
clayyea,normalUser,Miniatures:1047,Aviation/Flight:2650
saiharris,normalUser,Action/Dexterity:1032,Medical:2145
elree,normalUser,Science Fiction:1016,Spies/Secret Agents:1081
jimwithatwist,normalUser,Adventure:1022,Movies/TV/Radio Theme:1064
iskus,normalUser,Negotiation:1026,Number:1098
felipe123,normalUser,Print & Play:1120,Movies/TV/Radio Theme:1064
renatop7,normalUser,Medieval:1035,Movies/TV/Radio Theme:1064
pedrolonel,normalUser,Travel:1097,Adventure:1022
nistarim,normalUser,Trains:1034,Action/Dexterity:1032
superscythe,normalUser,Movies/TV/Radio Theme:1064,Puzzle:1028
neurosonic77,normalUser,Medieval:1035,Children's Game:1041
thediceplayer,normalUser,Fantasy:1010,Deduction:1039
richardtaylor1973,normalUser,Humor:1079,Modern Warfare:1069
adamthetaller,normalUser,Modern Warfare:1069,Puzzle:1028
josan89,normalUser,Zombies:2481,Napoleonic:1051
procyondeneb,normalUser,Territory Building:1086,Word-game:1025
hughsurname,normalUser,Modern Warfare:1069,Sports:1038
rowanasm,normalUser,Territory Building:1086,Travel:1097
pinklimabeans,normalUser,Number:1098,Racing:1031
james51,normalUser,Medical:2145,Murder/Mystery:1040
morgansf,normalUser,Adventure:1022,Spies/Secret Agents:1081
thesacredmom,normalUser,Abstact Strategy:1009,Racing:1031
aeydra,normalUser,Collectible Components:1044,Sports:1038
tornado23,normalUser,Book:1117,Trains:1034
beetfreek,normalUser,Medieval:1035,Action/Dexterity:1032
huntsman81,normalUser,Memory:1045,Sports:1038
ilsver,normalUser,Sports:1038,Puzzle:1028
feetje,normalUser,Adventure:1022,Memory:1045
williwwonka,normalUser,Modern Warfare:1069,Spies/Secret Agents:1081
robinlk,normalUser,Children's Game:1041,Medieval:1035
artdy,normalUser,Fighting:1046,Card Game:1002
kandara,normalUser,Collectible Components:1044,Humor:1079
unknownbinary,normalUser,Collectible Components:1044,Spies/Secret Agents:1081
skyel53,normalUser,Adventure:1022,Murder/Mystery:1040
emalc,normalUser,Modern Warfare:1069,Word-game:1025
zylin,normalUser,Exploration:1020,Sports:1038
critchjj,normalUser,Party Game:1030,Trains:1034
crayolaswap,normalUser,Book:1117,Wargame:1019
thecosmicpower,normalUser,Miniatures:1047,World War II: 1049
sgtredman,normalUser,Number:1098,Sports:1038
adwodon,normalUser,Puzzle:1028,Bluffing:1023
staticman5000,normalUser,Real-time:1037,Animals:1089
battlebadger,normalUser,Humor:1079,Memory:1045
llamatotheleft,normalUser,Travel:1097,Party Game:1030
electrobear,normalUser,Negotiation:1026,Aviation/Flight:2650
ruen270,normalUser,Ancient:1050,Novel-Based:1093
meggara,normalUser,Trains:1034,Exploration:1020
fergusablair,normalUser,Print & Play:1120,Sports:1038
fancyfeast,normalUser,Book:1117,Murder/Mystery:1040
rorysf,normalUser,Print & Play:1120,Wargame:1019
3ldfilms,normalUser,Zombies:2481,Abstact Strategy:1009
pete mcpherson,normalUser,Aviation/Flight:2650,Card Game:1002
gmale9000,normalUser,Abstact Strategy:1009,Medieval:1035
gingrel,normalUser,Fighting:1046,Book:1117
drmutt,normalUser,Trains:1034,Medieval:1035
mellocello23,normalUser,Word-game:1025,Action/Dexterity:1032
capex,normalUser,Economic:1021,Exploration:1020
scooperman,normalUser,Napoleonic:1051,Action/Dexterity:1032
stubrowncoat,normalUser,Fighting:1046,Medieval:1035
denholmspurr,normalUser,Movies/TV/Radio Theme:1064,Fighting:1046
butcher001,normalUser,Medical:2145,Card Game:1002
rhes,normalUser,Action/Dexterity:1032,Territory Building:1086
kamosa,normalUser,Travel:1097,Aviation/Flight:2650
krocionorzec,normalUser,Puzzle:1028,Transportation:1011
willtij,normalUser,Dice:1017,Modern Warfare:1069
drjaafar,normalUser,Children's Game:1041,Puzzle:1028
wingspan99,normalUser,Collectible Components:1044,Adventure:1022
sfbenjamin,normalUser,Modern Warfare:1069,Party Game:1030
barboxon,normalUser,Real-time:1037,Memory:1045
ianswertodoc666,normalUser,Medieval:1035,Adventure:1022
avalain,normalUser,Educational:1094,Miniatures:1047
blondet,normalUser,Collectible Components:1044,Educational:1094
fredrikskarstedt,normalUser,Modern Warfare:1069,Party Game:1030
geekingandgaming,normalUser,Print & Play:1120,Murder/Mystery:1040
elisabeth17,normalUser,Deduction:1039,Fighting:1046
naco25,normalUser,Movies/TV/Radio Theme:1064,Card Game:1002
gruulz,normalUser,World War II: 1049,Transportation:1011
volt26,normalUser,Bluffing:1023,Modern Warfare:1069
m4sscut,normalUser,Territory Building:1086,Memory:1045
lucielevesque,normalUser,Card Game:1002,Fighting:1046
soleil012345,normalUser,Card Game:1002,Deduction:1039
deathlord12,normalUser,Abstact Strategy:1009,Napoleonic:1051
syl258,normalUser,Video Game Theme:1101,Fighting:1046
dairk,normalUser,Trains:1034,Modern Warfare:1069
moff57,normalUser,Racing:1031,Spies/Secret Agents:1081
axevince,normalUser,Bluffing:1023,Animals:1089
aurorevalery,normalUser,Zombies:2481,Negotiation:1026
davidmasse63,normalUser,Novel-Based:1093,Card Game:1002
tommytrudel,normalUser,Bluffing:1023,Wargame:1019
nrrbar,normalUser,Card Game:1002,Medical:2145
rnicholson95,normalUser,Napoleonic:1051,Exploration:1020
darth naider,normalUser,Dice:1017,Fighting:1046
jresko,normalUser,Science Fiction:1016,Murder/Mystery:1040
sam the girl,normalUser,Economic:1021,Animals:1089
suppenkazper,normalUser,Humor:1079,Trains:1034
jinxedone,normalUser,Educational:1094,Science Fiction:1016
robamuffin,normalUser,Zombies:2481,Word-game:1025
beren11,normalUser,Spies/Secret Agents:1081,Memory:1045
slaifir,normalUser,Napoleonic:1051,Ancient:1050
jswissman,normalUser,Napoleonic:1051,Card Game:1002
geordienp,normalUser,World War II: 1049,Travel:1097
lysypk,normalUser,Memory:1045,Number:1098
listrain,normalUser,Napoleonic:1051,Children's Game:1041
mcstick,normalUser,Number:1098,Exploration:1020
clastoarmsdealer,normalUser,Fantasy:1010,Medical:2145
sherbakov,normalUser,Science Fiction:1016,Territory Building:1086
codycoriva,normalUser,Napoleonic:1051,Miniatures:1047
mistercj,normalUser,Animals:1089,Napoleonic:1051
champol,normalUser,Number:1098,Exploration:1020
deez1208,normalUser,Novel-Based:1093,Puzzle:1028
clarkstales,normalUser,Puzzle:1028,Abstact Strategy:1009
girlgeekonfleek,normalUser,Murder/Mystery:1040,Ancient:1050
swkdb,normalUser,Novel-Based:1093,Racing:1031
eguzki4,normalUser,Dice:1017,Modern Warfare:1069
meromer0,normalUser,Exploration:1020,Trains:1034
drazkor,normalUser,Murder/Mystery:1040,Memory:1045
jaecyn,normalUser,Fantasy:1010,Aviation/Flight:2650
thegame036,normalUser,Miniatures:1047,Dice:1017
specter02147,normalUser,Print & Play:1120,Aviation/Flight:2650
bigmamat,normalUser,Miniatures:1047,Economic:1021
nbjosie,normalUser,Puzzle:1028,Abstact Strategy:1009
drwakka,normalUser,Sports:1038,Territory Building:1086
tirolausa,normalUser,Bluffing:1023,Novel-Based:1093
agricola27,normalUser,Print & Play:1120,Exploration:1020
stormryder,normalUser,Party Game:1030,Territory Building:1086
poetnowit,normalUser,Party Game:1030,Fighting:1046
tacic,normalUser,Transportation:1011,Collectible Components:1044
herrdoktorwho,normalUser,Napoleonic:1051,Humor:1079
zebrahdh,normalUser,Racing:1031,Real-time:1037
gamerchick2017,normalUser,Territory Building:1086,Aviation/Flight:2650
bunnycopter,normalUser,Word-game:1025,Medical:2145
badcaptaingames,normalUser,Deduction:1039,Book:1117
aveoreen,normalUser,Modern Warfare:1069,Novel-Based:1093
shazaam06,normalUser,Humor:1079,Napoleonic:1051
kalack99,normalUser,Spies/Secret Agents:1081,Humor:1079
jueguem,normalUser,Novel-Based:1093,Fighting:1046
kahunasan,normalUser,Party Game:1030,Card Game:1002
willamay5,normalUser,Travel:1097,Spies/Secret Agents:1081
tcufan1970,normalUser,Wargame:1019,Aviation/Flight:2650
ameliafrost,normalUser,Exploration:1020,Economic:1021
natotrimegistos,normalUser,Sports:1038,Card Game:1002
seriouslyathos,normalUser,Puzzle:1028,Science Fiction:1016
dagmunk,normalUser,Card Game:1002,Deduction:1039
jurik360,normalUser,Modern Warfare:1069,Number:1098
alexhong96,normalUser,Transportation:1011,Modern Warfare:1069
captain smollett,normalUser,Murder/Mystery:1040,Science Fiction:1016
larryspencer67,normalUser,Card Game:1002,Party Game:1030
munifabe,normalUser,Modern Warfare:1069,Negotiation:1026
reaverxp,normalUser,Party Game:1030,World War II: 1049
trogon64,normalUser,Video Game Theme:1101,Ancient:1050
rincewizz77,normalUser,Puzzle:1028,Print & Play:1120
anzuelo,normalUser,Ancient:1050,Science Fiction:1016
ludoca,normalUser,Action/Dexterity:1032,Novel-Based:1093
chaviland,normalUser,World War II: 1049,Educational:1094
jnhundley,normalUser,Animals:1089,Trains:1034
forbiddengame,normalUser,Murder/Mystery:1040,Sports:1038
larydiel,normalUser,Video Game Theme:1101,Wargame:1019
zargas,normalUser,Deduction:1039,Travel:1097
adampeacock,normalUser,Novel-Based:1093,Medical:2145
wendar,normalUser,Humor:1079,Wargame:1019
diefer79,normalUser,Educational:1094,Book:1117
sgtscream,normalUser,Children's Game:1041,Racing:1031
matt19021982,normalUser,Children's Game:1041,Fantasy:1010
texocet,normalUser,Transportation:1011,Fantasy:1010
thirda,normalUser,Children's Game:1041,Movies/TV/Radio Theme:1064
milesgiddings,normalUser,Miniatures:1047,Science Fiction:1016
bobby k,normalUser,Ancient:1050,Memory:1045
bluewaldo,normalUser,Travel:1097,Collectible Components:1044
emilyb,normalUser,Travel:1097,Medical:2145
gayatos2907,normalUser,Aviation/Flight:2650,Movies/TV/Radio Theme:1064
julien sam,normalUser,Puzzle:1028,Medical:2145
fzoul,normalUser,Abstact Strategy:1009,Fighting:1046
dfarshi,normalUser,Deduction:1039,Adventure:1022
el mazz,normalUser,Miniatures:1047,Puzzle:1028
stagingmaster,normalUser,Word-game:1025,Abstact Strategy:1009
al oberkommando,normalUser,Animals:1089,Abstact Strategy:1009
jlpeyton,normalUser,Deduction:1039,Ancient:1050
mardukhunter,normalUser,Murder/Mystery:1040,Party Game:1030
emmasaurus01,normalUser,Travel:1097,Action/Dexterity:1032
timboslice84,normalUser,Real-time:1037,Aviation/Flight:2650
nate dorward,normalUser,Dice:1017,Memory:1045
bwochinski,normalUser,Miniatures:1047,Fighting:1046
man_online,normalUser,Dice:1017,Transportation:1011
gremioheart,normalUser,Territory Building:1086,Murder/Mystery:1040
soniczano,normalUser,Video Game Theme:1101,Aviation/Flight:2650
pepikids,normalUser,Ancient:1050,Racing:1031
turnabout,normalUser,Wargame:1019,Miniatures:1047
robot70882,normalUser,Party Game:1030,Murder/Mystery:1040
pbice,normalUser,Book:1117,Economic:1021
pazzo,normalUser,Number:1098,Miniatures:1047
thorin99,normalUser,Miniatures:1047,Modern Warfare:1069
thebeelzebuth,normalUser,Abstact Strategy:1009,World War II: 1049
gabeschw,normalUser,Humor:1079,Napoleonic:1051
pej000,normalUser,Number:1098,Fantasy:1010
giebut,normalUser,Fighting:1046,Modern Warfare:1069
mdfadden,normalUser,Bluffing:1023,Zombies:2481
artanoo,normalUser,Exploration:1020,Fighting:1046
dark hand games,normalUser,Fighting:1046,Party Game:1030
pther,normalUser,Territory Building:1086,Sports:1038
ellionious,normalUser,Trains:1034,Fantasy:1010
0492372665,normalUser,Novel-Based:1093,Medical:2145
eckreun,normalUser,Movies/TV/Radio Theme:1064,Medical:2145
salmas,normalUser,Fighting:1046,Economic:1021
norwhite,normalUser,Napoleonic:1051,World War II: 1049
awintis,normalUser,Negotiation:1026,Fighting:1046
albi3830,normalUser,Murder/Mystery:1040,Racing:1031
pirathuk,normalUser,Territory Building:1086,Negotiation:1026
kisun,normalUser,Memory:1045,Wargame:1019
janbig,normalUser,Medieval:1035,Fantasy:1010
davelenain,normalUser,Children's Game:1041,Adventure:1022
lithian,normalUser,Educational:1094,Exploration:1020
artkn,normalUser,Transportation:1011,Fantasy:1010
harrytz,normalUser,Exploration:1020,Humor:1079
bc indy,normalUser,Travel:1097,Animals:1089
jfdicaire,normalUser,Negotiation:1026,Abstact Strategy:1009
landrys,normalUser,World War II: 1049,Aviation/Flight:2650
negatrev,normalUser,Exploration:1020,Action/Dexterity:1032
twfilter,normalUser,Sports:1038,Fantasy:1010
cheskysorcha,normalUser,Aviation/Flight:2650,Collectible Components:1044
mrded77,normalUser,Word-game:1025,Economic:1021
dgjodon,normalUser,Medical:2145,Zombies:2481
dainrox,normalUser,Racing:1031,Real-time:1037
boeinggeek777x,normalUser,Deduction:1039,Novel-Based:1093
sebwood,normalUser,Trains:1034,Real-time:1037
hitmanjd47,normalUser,Adventure:1022,Ancient:1050
wedge1985,normalUser,Sports:1038,Travel:1097
milaiki89,normalUser,Medical:2145,Miniatures:1047
cattalystt,normalUser,Wargame:1019,Exploration:1020
imlus,normalUser,Trains:1034,Humor:1079
radioactive man,normalUser,World War II: 1049,Children's Game:1041
tvvista,normalUser,Napoleonic:1051,Novel-Based:1093
crogafette,normalUser,Real-time:1037,Spies/Secret Agents:1081
xsteff68,normalUser,World War II: 1049,Fighting:1046
heathenjr,normalUser,Miniatures:1047,Wargame:1019
mrtattdaddy,normalUser,Travel:1097,Miniatures:1047
jamestc,normalUser,Travel:1097,Animals:1089
spartan martin,normalUser,Print & Play:1120,Book:1117
s_maris,normalUser,Murder/Mystery:1040,Dice:1017
alluicious,normalUser,Fighting:1046,Collectible Components:1044
georgemo,normalUser,Book:1117,Puzzle:1028
cswilson371,normalUser,Economic:1021,Real-time:1037
woodygirl,normalUser,Economic:1021,Miniatures:1047
justdave2015,normalUser,Fighting:1046,Medical:2145
tchor,normalUser,Exploration:1020,Racing:1031
night1505,normalUser,Racing:1031,Deduction:1039
runfaj,normalUser,Educational:1094,Collectible Components:1044
ryrodrigo,normalUser,Racing:1031,World War II: 1049
harrilal,normalUser,Educational:1094,Book:1117
le platte studios,normalUser,Zombies:2481,Educational:1094
singhdavid,normalUser,Sports:1038,Adventure:1022
pixelhungry,normalUser,Travel:1097,Medical:2145
b00mhauer,normalUser,Aviation/Flight:2650,Travel:1097
tokoro,normalUser,Card Game:1002,Video Game Theme:1101
kenkakuknight,normalUser,Puzzle:1028,Video Game Theme:1101
timeodanaos,normalUser,Children's Game:1041,Medical:2145
dfbowen,normalUser,Real-time:1037,Travel:1097
64bittgirl,normalUser,Wargame:1019,Adventure:1022
lemmepikachuboo,normalUser,Bluffing:1023,Print & Play:1120
impressionablekomi,normalUser,Modern Warfare:1069,Video Game Theme:1101
develsden,normalUser,Real-time:1037,Adventure:1022
22thefisch,normalUser,Miniatures:1047,Action/Dexterity:1032
leandrotok,normalUser,Puzzle:1028,Napoleonic:1051
maddest hatter,normalUser,Movies/TV/Radio Theme:1064,Print & Play:1120
sleepygreyhound,normalUser,Fantasy:1010,World War II: 1049
antigel,normalUser,Video Game Theme:1101,Sports:1038
maximnicov,normalUser,Party Game:1030,Zombies:2481
strecker,normalUser,Adventure:1022,Children's Game:1041
drachenfang,normalUser,Memory:1045,Murder/Mystery:1040
practicemage,normalUser,Collectible Components:1044,Napoleonic:1051
gmaduro,normalUser,Book:1117,Modern Warfare:1069
sitinho,normalUser,Fighting:1046,Spies/Secret Agents:1081
terrylaire,normalUser,Murder/Mystery:1040,Trains:1034
roryoconnor,normalUser,Collectible Components:1044,Animals:1089
wadealtmeier,normalUser,Abstact Strategy:1009,Medical:2145
thehara,normalUser,Fantasy:1010,Movies/TV/Radio Theme:1064
datshuki,normalUser,Medieval:1035,Adventure:1022
nickbeek,normalUser,Trains:1034,Animals:1089
amastra,normalUser,Fantasy:1010,Medical:2145
leshek71,normalUser,Puzzle:1028,Puzzle:1028
demosbe,normalUser,Humor:1079,Sports:1038
almsthvn,normalUser,Negotiation:1026,Adventure:1022
djheini,normalUser,Bluffing:1023,Dice:1017
benfarahmand,normalUser,Action/Dexterity:1032,Collectible Components:1044
baelspar,normalUser,Miniatures:1047,Medieval:1035
karkarran,normalUser,Trains:1034,Bluffing:1023
fleised,normalUser,Napoleonic:1051,Medical:2145
ngombongo,normalUser,Abstact Strategy:1009,Puzzle:1028
betray,normalUser,Medical:2145,Sports:1038
lilitsybell,normalUser,Economic:1021,Book:1117
thinja,normalUser,Spies/Secret Agents:1081,Novel-Based:1093
pidritoo,normalUser,Sports:1038,Children's Game:1041
untidykatana,normalUser,Children's Game:1041,Racing:1031
soulstealer50,normalUser,Exploration:1020,Book:1117
neoakira70,normalUser,Fighting:1046,Word-game:1025
ahshole,normalUser,Puzzle:1028,Party Game:1030
delusionsograndeur,normalUser,Animals:1089,Negotiation:1026
duressthegame,normalUser,Video Game Theme:1101,Memory:1045
puperman,normalUser,Fighting:1046,Wargame:1019
cdlftw,normalUser,Party Game:1030,Adventure:1022
dpullman,normalUser,Science Fiction:1016,Animals:1089
bajuba,normalUser,Napoleonic:1051,Dice:1017
kzappa,normalUser,Memory:1045,Abstact Strategy:1009
carlosluna,normalUser,Memory:1045,Science Fiction:1016
vipetrescu,normalUser,Novel-Based:1093,Puzzle:1028
wimq,normalUser,Medieval:1035,Puzzle:1028
loupi,normalUser,Transportation:1011,Science Fiction:1016
smastert,normalUser,Animals:1089,Medical:2145
oninoyakamo,normalUser,Collectible Components:1044,Napoleonic:1051
beautifultoys,normalUser,Spies/Secret Agents:1081,Wargame:1019
raging_dragon_99,normalUser,Fantasy:1010,Aviation/Flight:2650
mgeri,normalUser,Adventure:1022,Murder/Mystery:1040
hikarusaii,normalUser,Territory Building:1086,Travel:1097
gajic,normalUser,Travel:1097,Trains:1034
chief2508,normalUser,Abstact Strategy:1009,Number:1098
bronn1,normalUser,Modern Warfare:1069,Abstact Strategy:1009
chief31,normalUser,Medieval:1035,Miniatures:1047
h8b2,normalUser,Collectible Components:1044,Sports:1038
yodi,normalUser,Card Game:1002,Deduction:1039
greinart,normalUser,Aviation/Flight:2650,Collectible Components:1044
ariange,normalUser,Miniatures:1047,Print & Play:1120
luiz mituiti,normalUser,Children's Game:1041,Puzzle:1028
rabaugh777,normalUser,Aviation/Flight:2650,Dice:1017
mtgstretchy,normalUser,Card Game:1002,Wargame:1019
pyroman2007,normalUser,Party Game:1030,Real-time:1037
ensoul,normalUser,Science Fiction:1016,Deduction:1039
ironfozzy,normalUser,Modern Warfare:1069,Action/Dexterity:1032
guyzen,normalUser,Book:1117,Territory Building:1086
pouringraine,normalUser,World War II: 1049,Medieval:1035
boardgameid,normalUser,Action/Dexterity:1032,Medieval:1035
polofett,normalUser,Abstact Strategy:1009,Real-time:1037
happyabg,normalUser,Collectible Components:1044,Puzzle:1028
number6ix,normalUser,Transportation:1011,Puzzle:1028
majestic234,normalUser,Abstact Strategy:1009,Real-time:1037
igorfernandespi,normalUser,Party Game:1030,Movies/TV/Radio Theme:1064
gianz,normalUser,Print & Play:1120,Humor:1079
pug apocalypse,normalUser,Children's Game:1041,Movies/TV/Radio Theme:1064
chestermcmuffin,normalUser,Puzzle:1028,Bluffing:1023
peterout,normalUser,Animals:1089,Movies/TV/Radio Theme:1064
didibraguinha,normalUser,Miniatures:1047,Racing:1031
uriens1981,normalUser,Action/Dexterity:1032,Miniatures:1047
sraffa,normalUser,Miniatures:1047,Wargame:1019
lubrauns,normalUser,Spies/Secret Agents:1081,Medical:2145
sandrinus,normalUser,Number:1098,Movies/TV/Radio Theme:1064
saulotti,normalUser,Medieval:1035,Miniatures:1047
mr bassman,normalUser,Science Fiction:1016,Economic:1021
cubato,normalUser,Napoleonic:1051,Deduction:1039
piranha82,normalUser,Humor:1079,Zombies:2481
bakaiadam,normalUser,Adventure:1022,Trains:1034
ricomoss,normalUser,Murder/Mystery:1040,Dice:1017
shad0fx,normalUser,Travel:1097,Racing:1031
valcort,normalUser,Sports:1038,Book:1117
hermitcrab,normalUser,Territory Building:1086,Transportation:1011
jdmc,normalUser,Adventure:1022,Zombies:2481
demoita,normalUser,Card Game:1002,Sports:1038
newttwen,normalUser,Medical:2145,Medieval:1035
acenthor,normalUser,Trains:1034,Puzzle:1028
zett,normalUser,Fantasy:1010,Miniatures:1047
klotzfisch,normalUser,Negotiation:1026,Aviation/Flight:2650
ludovicus78,normalUser,Novel-Based:1093,Word-game:1025
chimonas,normalUser,Word-game:1025,Zombies:2481
bejabadger,normalUser,Novel-Based:1093,Abstact Strategy:1009
nschlein,normalUser,Memory:1045,Transportation:1011
hrelo,normalUser,Territory Building:1086,Zombies:2481
anouschnei,normalUser,Spies/Secret Agents:1081,Humor:1079
davewasbaloo,normalUser,Ancient:1050,Movies/TV/Radio Theme:1064
boss2688,normalUser,Number:1098,Exploration:1020
kleminho,normalUser,Fighting:1046,Travel:1097
sardauk,normalUser,Book:1117,Puzzle:1028
iamgeekdad,normalUser,Fantasy:1010,Word-game:1025
adamthicks,normalUser,Fighting:1046,Adventure:1022
stevemacphisto,normalUser,Card Game:1002,Collectible Components:1044
huppen,normalUser,Science Fiction:1016,Wargame:1019
grainofsand,normalUser,Economic:1021,Book:1117
swarmingzebras,normalUser,Fantasy:1010,Science Fiction:1016
noviceknights,normalUser,Travel:1097,Ancient:1050
perry24601,normalUser,Modern Warfare:1069,Territory Building:1086
mattzorry,normalUser,Bluffing:1023,Deduction:1039
niceguymike,normalUser,Fighting:1046,Novel-Based:1093
silverblood,normalUser,Dice:1017,Aviation/Flight:2650
voidslug,normalUser,Action/Dexterity:1032,Wargame:1019
rudafuda,normalUser,Science Fiction:1016,Memory:1045
digbirt,normalUser,Racing:1031,Spies/Secret Agents:1081
jeygrizzly,normalUser,Fighting:1046,Medical:2145
kiz3000,normalUser,Book:1117,Puzzle:1028
boinky10,normalUser,Aviation/Flight:2650,Number:1098
smitthew,normalUser,Travel:1097,World War II: 1049
nerdylibrarian,normalUser,World War II: 1049,Humor:1079
jessyang,normalUser,Miniatures:1047,Economic:1021
stephyk923,normalUser,Action/Dexterity:1032,Number:1098
chas2203,normalUser,Spies/Secret Agents:1081,Party Game:1030
nightsbane,normalUser,Puzzle:1028,Travel:1097
purplecowpinkspots,normalUser,Dice:1017,Humor:1079
javierg,normalUser,Deduction:1039,Humor:1079
masterson,normalUser,Educational:1094,Sports:1038
legendarygreg,normalUser,Territory Building:1086,Animals:1089
biday,normalUser,Miniatures:1047,Collectible Components:1044
kanchis,normalUser,Aviation/Flight:2650,Print & Play:1120
jesse terrell,normalUser,World War II: 1049,Book:1117
fuzzypenguin,normalUser,Science Fiction:1016,Word-game:1025
itsjacobj,normalUser,Science Fiction:1016,Travel:1097
asita,normalUser,Bluffing:1023,Collectible Components:1044
jagen,normalUser,Humor:1079,Napoleonic:1051
bootoff,normalUser,Action/Dexterity:1032,Ancient:1050
m_stalhammar,normalUser,Bluffing:1023,Zombies:2481
sacremond,normalUser,Medical:2145,Novel-Based:1093
pitbullover138,normalUser,Video Game Theme:1101,Spies/Secret Agents:1081
bonobogamer,normalUser,Exploration:1020,Medical:2145
emmay,normalUser,World War II: 1049,Medieval:1035
jonana69,normalUser,Murder/Mystery:1040,Medieval:1035
najata,normalUser,Number:1098,Animals:1089
danipl,normalUser,Educational:1094,Medieval:1035
wiat,normalUser,Bluffing:1023,Real-time:1037
bencsak,normalUser,Puzzle:1028,Action/Dexterity:1032
norak,normalUser,Economic:1021,Modern Warfare:1069
desenmousse,normalUser,Animals:1089,Medical:2145
gigathor,normalUser,Exploration:1020,Science Fiction:1016
freddiecaplin,normalUser,Novel-Based:1093,Abstact Strategy:1009
jehan,normalUser,Action/Dexterity:1032,Number:1098
ants_cymru,normalUser,Book:1117,Educational:1094
naruga_kuruga,normalUser,Real-time:1037,Print & Play:1120
joostdantuma,normalUser,Travel:1097,Book:1117
npntra,normalUser,Napoleonic:1051,Medieval:1035
hadespetrabbit,normalUser,Dice:1017,Travel:1097
ndjustice13,normalUser,Zombies:2481,Memory:1045
nikephorous,normalUser,Wargame:1019,Science Fiction:1016
captbenson,normalUser,Dice:1017,Educational:1094
colonelmushrooms,normalUser,Video Game Theme:1101,Word-game:1025
krazztar1,normalUser,Ancient:1050,Action/Dexterity:1032
85checkerz,normalUser,Number:1098,Fantasy:1010
horneater,normalUser,Animals:1089,Party Game:1030
cmcriswell,normalUser,Adventure:1022,Spies/Secret Agents:1081
shslactor,normalUser,Real-time:1037,Animals:1089
florian27061985,normalUser,Sports:1038,Transportation:1011
langer738,normalUser,Medical:2145,Humor:1079
quozol,normalUser,Deduction:1039,Trains:1034
deleted,normalUser,Exploration:1020,Humor:1079
prairial,normalUser,Racing:1031,Ancient:1050
schooier,normalUser,Trains:1034,Napoleonic:1051
luizmurilho,normalUser,Aviation/Flight:2650,Animals:1089
