category2,role,category1,username,timestamp,name,admin,description
World War II: 1049,normalUser,Aviation/Flight:2650,ash_danger,2021-01-22 19:21:58.47,Cimone 2k16,ash_danger,no description
Collectible Components:1044,normalUser,Territory Building:1086,jesferrest,2021-01-22 19:22:12.884,Quelli di sempre,no description,jesferrest
Miniatures:1047,normalUser,Racing:1031,mikee_c,2021-01-22 19:22:02.728,Quelli di sempre,no description,mikee_c
Abstact Strategy:1009,influencer,Puzzle:1028,daskanrn,2021-01-22 19:22:11.329,Pisammare,daskanrn,no description
Abstact Strategy:1009,normalUser,Medieval:1035,petwrangler,2021-01-22 19:22:08.44,Cimone 2k16,petwrangler,no description
Real-time:1037,normalUser,Animals:1089,yoshi1967,2021-01-22 19:21:54.236,Quelli di sempre,no description,yoshi1967
Party Game:1030,normalUser,Animals:1089,vauvalon,2021-01-22 19:21:59.021,Pisammare,vauvalon,no description
Aviation/Flight:2650,normalUser,Dice:1017,thinkingamer,2021-01-22 19:21:59.713,Quelli di sempre,no description,thinkingamer
Adventure:1022,normalUser,Dice:1017,davidbrake,2021-01-22 19:21:59.882,Bel gruppo,davidbrake,no description
Ancient:1050,normalUser,Napoleonic:1051,tomppb,2021-01-22 19:22:04.16,Cimone 2k16,tomppb,no description
Trains:1034,normalUser,Sports:1038,handsbrix,2021-01-22 19:21:54.949,Bel gruppo,handsbrix,no description
Abstact Strategy:1009,normalUser,Zombies:2481,mopopaholic,2021-01-22 19:21:59.896,Cimone 2k16,mopopaholic,no description
Negotiation:1026,normalUser,Deduction:1039,emk6155,2021-01-22 19:22:09.622,Gli sfollati,emk6155,no description
World War II: 1049,influencer,Adventure:1022,addeus,2021-01-22 19:21:56.269,Gli sfollati,addeus,no description
Spies/Secret Agents:1081,normalUser,Puzzle:1028,nightmarus,2021-01-22 19:22:07.82,Quelli di sempre,no description,nightmarus
Medieval:1035,influencer,Movies/TV/Radio Theme:1064,sarah999,2021-01-22 19:21:59.443,Quelli di sempre,no description,sarah999
Spies/Secret Agents:1081,influencer,Medieval:1035,thatserafimkid,2021-01-22 19:22:11.051,Bel gruppo,thatserafimkid,no description
Number:1098,influencer,Dice:1017,syntyche,2021-01-22 19:22:01.698,Bel gruppo,syntyche,no description
Transportation:1011,influencer,Print & Play:1120,z_zadar,2021-01-22 19:22:11.064,Gli sfollati,z_zadar,no description
Fantasy:1010,normalUser,Zombies:2481,crafties,2021-01-22 19:22:06.842,Quelli di sempre,no description,crafties
Medieval:1035,normalUser,Zombies:2481,annpeel,2021-01-22 19:22:05.797,Bel gruppo,annpeel,no description
Number:1098,normalUser,Animals:1089,deanofdvd,2021-01-22 19:21:54.613,Quelli di sempre,no description,deanofdvd
Bluffing:1023,normalUser,Educational:1094,rayjunx,2021-01-22 19:21:56.322,Bel gruppo,rayjunx,no description
Economic:1021,normalUser,Puzzle:1028,speltafel,2021-01-22 19:21:59.3,Cimone 2k16,speltafel,no description
Number:1098,normalUser,Sports:1038,astorz,2021-01-22 19:22:04.059,Bel gruppo,astorz,no description
Negotiation:1026,influencer,Travel:1097,danfriesen,2021-01-22 19:22:06.96,Bel gruppo,danfriesen,no description
Science Fiction:1016,normalUser,Medical:2145,blackmarketgames,2021-01-22 19:21:54.694,Pisammare,blackmarketgames,no description
Deduction:1039,normalUser,Transportation:1011,elichten,2021-01-22 19:22:12.015,Pisammare,elichten,no description
Exploration:1020,normalUser,Action/Dexterity:1032,listit,2021-01-22 19:22:06.639,Gli sfollati,listit,no description
Territory Building:1086,influencer,Aviation/Flight:2650,apsaros,2021-01-22 19:22:12.833,Bel gruppo,apsaros,no description
Wargame:1019,normalUser,Memory:1045,ebobo,2021-01-22 19:21:53.728,Gli sfollati,ebobo,no description
Transportation:1011,normalUser,Travel:1097,morishita,2021-01-22 19:21:59.633,Pisammare,morishita,no description
Card Game:1002,normalUser,Party Game:1030,derek_bkm,2021-01-22 19:22:12.669,Pisammare,derek_bkm,no description
Medical:2145,normalUser,Spies/Secret Agents:1081,mariorc380,2021-01-22 19:21:57.687,Pisammare,mariorc380,no description
Number:1098,normalUser,Memory:1045,virpye,2021-01-22 19:22:07.052,Gli sfollati,virpye,no description
Bluffing:1023,normalUser,Educational:1094,dayvancowboy,2021-01-22 19:22:08.398,Quelli di sempre,no description,dayvancowboy
Puzzle:1028,normalUser,Exploration:1020,tgalligar,2021-01-22 19:21:58.771,Bel gruppo,tgalligar,no description
Dice:1017,normalUser,Animals:1089,beantakeshi,2021-01-22 19:22:09.362,Quelli di sempre,no description,beantakeshi
Deduction:1039,normalUser,Medical:2145,viduenez,2021-01-22 19:22:11.276,Bel gruppo,viduenez,no description
Transportation:1011,normalUser,Negotiation:1026,jamesmcm84,2021-01-22 19:22:08.216,Cimone 2k16,jamesmcm84,no description
Racing:1031,normalUser,Video Game Theme:1101,tonberry1980,2021-01-22 19:22:05.498,Gli sfollati,tonberry1980,no description
Bluffing:1023,normalUser,Dice:1017,447603,2021-01-22 19:22:12.33,Quelli di sempre,no description,447603
Children's Game:1041,normalUser,Sports:1038,florth,2021-01-22 19:22:05.022,Pisammare,florth,no description
Deduction:1039,normalUser,Science Fiction:1016,mcarta,2021-01-22 19:22:10.632,Quelli di sempre,no description,mcarta
Real-time:1037,normalUser,Transportation:1011,ace_zpade,2021-01-22 19:22:11.563,Pisammare,ace_zpade,no description
Party Game:1030,normalUser,Movies/TV/Radio Theme:1064,mickydude16,2021-01-22 19:22:07.991,Gli sfollati,mickydude16,no description
Puzzle:1028,normalUser,Memory:1045,yuyan,2021-01-22 19:21:57.361,Bel gruppo,yuyan,no description
Action/Dexterity:1032,influencer,Medieval:1035,emiller31,2021-01-22 19:22:06.298,Quelli di sempre,no description,emiller31
Book:1117,normalUser,World War II: 1049,aaronchpmn,2021-01-22 19:22:06.092,Pisammare,aaronchpmn,no description
Economic:1021,normalUser,Miniatures:1047,snicklynn,2021-01-22 19:22:05.458,Gli sfollati,snicklynn,no description
Word-game:1025,normalUser,Miniatures:1047,colin1952,2021-01-22 19:21:59.7,Pisammare,colin1952,no description
Real-time:1037,normalUser,Travel:1097,joshhanocri,2021-01-22 19:22:03.04,Bel gruppo,joshhanocri,no description
Educational:1094,normalUser,Transportation:1011,pecazp,2021-01-22 19:22:08.161,Bel gruppo,pecazp,no description
Murder/Mystery:1040,normalUser,Medieval:1035,salpikaespuma,2021-01-22 19:22:10.196,Quelli di sempre,no description,salpikaespuma
Negotiation:1026,normalUser,Deduction:1039,oursino,2021-01-22 19:21:58.455,Bel gruppo,oursino,no description
Murder/Mystery:1040,normalUser,Word-game:1025,mattchoules82,2021-01-22 19:22:12.845,Pisammare,mattchoules82,no description
World War II: 1049,normalUser,Medieval:1035,tovell2121,2021-01-22 19:22:01.803,Pisammare,tovell2121,no description
Deduction:1039,normalUser,Print & Play:1120,cinemascifi,2021-01-22 19:22:00.793,Cimone 2k16,cinemascifi,no description
Negotiation:1026,influencer,Medieval:1035,maxlongstreet,2021-01-22 19:22:01.367,Quelli di sempre,no description,maxlongstreet
Napoleonic:1051,normalUser,Collectible Components:1044,mattlong6,2021-01-22 19:21:57.742,Bel gruppo,mattlong6,no description
Medical:2145,normalUser,Spies/Secret Agents:1081,joeydeeee,2021-01-22 19:21:55.186,Cimone 2k16,joeydeeee,no description
Movies/TV/Radio Theme:1064,normalUser,Medieval:1035,jazzbeard,2021-01-22 19:22:04.971,Bel gruppo,jazzbeard,no description
Educational:1094,influencer,Modern Warfare:1069,dylasaurus,2021-01-22 19:22:09.54,Cimone 2k16,dylasaurus,no description
Educational:1094,influencer,Modern Warfare:1069,dylasaurus,2021-01-22 19:21:53.755,Bel gruppo,dylasaurus,no description
Travel:1097,normalUser,Murder/Mystery:1040,sirpork,2021-01-22 19:22:12.384,Pisammare,sirpork,no description
Novel-Based:1093,normalUser,Fighting:1046,ren89,2021-01-22 19:21:55.094,Quelli di sempre,no description,ren89
Humor:1079,normalUser,Print & Play:1120,i3ullseye,2021-01-22 19:22:07.546,Gli sfollati,i3ullseye,no description
Educational:1094,normalUser,Puzzle:1028,vanessa_003,2021-01-22 19:21:56.187,Gli sfollati,vanessa_003,no description
Science Fiction:1016,influencer,Bluffing:1023,chocklad,2021-01-22 19:22:02.403,Quelli di sempre,no description,chocklad
Economic:1021,normalUser,Racing:1031,amattoso,2021-01-22 19:22:09.226,Cimone 2k16,amattoso,no description
Economic:1021,normalUser,Racing:1031,amattoso,2021-01-22 19:22:06.506,Quelli di sempre,no description,amattoso
Trains:1034,normalUser,Napoleonic:1051,sartou,2021-01-22 19:21:58.851,Pisammare,sartou,no description
Puzzle:1028,normalUser,Ancient:1050,katsubun,2021-01-22 19:21:56.502,Pisammare,katsubun,no description
World War II: 1049,normalUser,Transportation:1011,akbanse,2021-01-22 19:22:05.419,Bel gruppo,akbanse,no description
Adventure:1022,normalUser,Video Game Theme:1101,psiquico,2021-01-22 19:22:03.136,Pisammare,psiquico,no description
Zombies:2481,normalUser,Children's Game:1041,rosekurt,2021-01-22 19:22:08.975,Cimone 2k16,rosekurt,no description
Children's Game:1041,normalUser,Book:1117,champalaune,2021-01-22 19:22:00.02,Gli sfollati,champalaune,no description
Wargame:1019,normalUser,Movies/TV/Radio Theme:1064,majortom87,2021-01-22 19:22:05.181,Bel gruppo,majortom87,no description
Ancient:1050,moderator,Book:1117,zzlothzz,2021-01-22 19:22:09.607,Gli sfollati,zzlothzz,no description
Zombies:2481,normalUser,Humor:1079,gomboseszter25,2021-01-22 19:22:01.563,Quelli di sempre,no description,gomboseszter25
Card Game:1002,influencer,Number:1098,cardslab,2021-01-22 19:21:57.136,Quelli di sempre,no description,cardslab
Number:1098,normalUser,Novel-Based:1093,lichman,2021-01-22 19:22:00.35,Bel gruppo,lichman,no description
Wargame:1019,normalUser,Book:1117,bryk,2021-01-22 19:21:56.567,Pisammare,bryk,no description
Transportation:1011,normalUser,Puzzle:1028,davidqs,2021-01-22 19:22:02.859,Bel gruppo,davidqs,no description
Adventure:1022,influencer,Novel-Based:1093,sammotheblammo,2021-01-22 19:21:54.02,Cimone 2k16,sammotheblammo,no description
Memory:1045,normalUser,Medical:2145,jmbilyk,2021-01-22 19:22:10.731,Bel gruppo,jmbilyk,no description
Negotiation:1026,influencer,Ancient:1050,burn_cast,2021-01-22 19:22:10.796,Cimone 2k16,burn_cast,no description
Science Fiction:1016,normalUser,Economic:1021,thenelsonkids,2021-01-22 19:22:05.931,Gli sfollati,thenelsonkids,no description
Negotiation:1026,normalUser,Animals:1089,fatuhoku,2021-01-22 19:22:00.31,Quelli di sempre,no description,fatuhoku
Sports:1038,normalUser,Racing:1031,jrbuczkow90,2021-01-22 19:21:52.969,Quelli di sempre,no description,jrbuczkow90
Sports:1038,normalUser,Puzzle:1028,greentea532,2021-01-22 19:22:00.059,Quelli di sempre,no description,greentea532
Puzzle:1028,normalUser,Racing:1031,hajjir2,2021-01-22 19:22:01.221,Gli sfollati,hajjir2,no description
Bluffing:1023,normalUser,Negotiation:1026,devlin69,2021-01-22 19:22:09.144,Bel gruppo,devlin69,no description
Word-game:1025,normalUser,Economic:1021,whidbey ghoul,2021-01-22 19:22:09.773,Bel gruppo,whidbey ghoul,no description
Word-game:1025,normalUser,Number:1098,sbrecco,2021-01-22 19:21:54.292,Pisammare,sbrecco,no description
Puzzle:1028,normalUser,Fantasy:1010,estes1712,2021-01-22 19:21:53.347,Quelli di sempre,no description,estes1712
Napoleonic:1051,normalUser,Transportation:1011,lildragon810,2021-01-22 19:22:02.432,Pisammare,lildragon810,no description
Novel-Based:1093,normalUser,Party Game:1030,yeknom02,2021-01-22 19:21:52.982,Quelli di sempre,no description,yeknom02
Puzzle:1028,normalUser,Racing:1031,olliemantel,2021-01-22 19:21:58.026,Cimone 2k16,olliemantel,no description
Fighting:1046,normalUser,Miniatures:1047,batistv,2021-01-22 19:21:58.756,Bel gruppo,batistv,no description
Exploration:1020,normalUser,Sports:1038,knmp1,2021-01-22 19:21:55.57,Quelli di sempre,no description,knmp1
Bluffing:1023,normalUser,Memory:1045,marahelisa,2021-01-22 19:21:57.902,Bel gruppo,marahelisa,no description
Novel-Based:1093,normalUser,Sports:1038,kawes9,2021-01-22 19:21:56.029,Quelli di sempre,no description,kawes9
Trains:1034,normalUser,Children's Game:1041,irrlichtsammler,2021-01-22 19:22:12.518,Bel gruppo,irrlichtsammler,no description
Card Game:1002,influencer,Economic:1021,meteorice,2021-01-22 19:21:54.337,Bel gruppo,meteorice,no description
Movies/TV/Radio Theme:1064,normalUser,Abstact Strategy:1009,dariusiv,2021-01-22 19:22:09.045,Quelli di sempre,no description,dariusiv
Novel-Based:1093,normalUser,Party Game:1030,impossibleastronaut,2021-01-22 19:21:53.564,Cimone 2k16,impossibleastronaut,no description
Novel-Based:1093,normalUser,Fantasy:1010,shift7solutions,2021-01-22 19:22:10.877,Cimone 2k16,shift7solutions,no description
Zombies:2481,normalUser,Number:1098,isneakattack,2021-01-22 19:21:57.123,Gli sfollati,isneakattack,no description
Ancient:1050,influencer,Travel:1097,felipito,2021-01-22 19:22:10.941,Bel gruppo,felipito,no description
Bluffing:1023,normalUser,Card Game:1002,homero_vess,2021-01-22 19:22:10.993,Quelli di sempre,no description,homero_vess
Trains:1034,normalUser,Animals:1089,superjoluoshi,2021-01-22 19:22:08.091,Quelli di sempre,no description,superjoluoshi
Humor:1079,normalUser,Puzzle:1028,patricclay,2021-01-22 19:21:56.389,Cimone 2k16,patricclay,no description
Educational:1094,normalUser,Puzzle:1028,cleled,2021-01-22 19:22:02.988,Cimone 2k16,cleled,no description
Spies/Secret Agents:1081,normalUser,Napoleonic:1051,yankeeplatypus,2021-01-22 19:21:55.504,Cimone 2k16,yankeeplatypus,no description
Transportation:1011,normalUser,Movies/TV/Radio Theme:1064,tomas pablo,2021-01-22 19:21:53.174,Bel gruppo,tomas pablo,no description
Adventure:1022,normalUser,Puzzle:1028,klippolis,2021-01-22 19:22:01.418,Pisammare,klippolis,no description
Medical:2145,normalUser,Humor:1079,morpheo81,2021-01-22 19:21:57.994,Bel gruppo,morpheo81,no description
Number:1098,normalUser,Napoleonic:1051,kreutzi,2021-01-22 19:22:05.526,Quelli di sempre,no description,kreutzi
Puzzle:1028,normalUser,Word-game:1025,caryag,2021-01-22 19:22:11.317,Pisammare,caryag,no description
Murder/Mystery:1040,influencer,Spies/Secret Agents:1081,urliantonio,2021-01-22 19:21:54.826,Cimone 2k16,urliantonio,no description
Word-game:1025,normalUser,Card Game:1002,littletree,2021-01-22 19:22:11.909,Gli sfollati,littletree,no description
Adventure:1022,normalUser,Trains:1034,theblueishshark,2021-01-22 19:21:57.568,Bel gruppo,theblueishshark,no description
Adventure:1022,normalUser,Trains:1034,theblueishshark,2021-01-22 19:21:53.037,Cimone 2k16,theblueishshark,no description
World War II: 1049,normalUser,Travel:1097,liehd,2021-01-22 19:22:03.816,Quelli di sempre,no description,liehd
Zombies:2481,normalUser,Dice:1017,torpiche,2021-01-22 19:22:03.176,Cimone 2k16,torpiche,no description
Memory:1045,normalUser,Aviation/Flight:2650,kipbot,2021-01-22 19:22:03.403,Quelli di sempre,no description,kipbot
Memory:1045,normalUser,Aviation/Flight:2650,kipbot,2021-01-22 19:21:53.659,Bel gruppo,kipbot,no description
Modern Warfare:1069,normalUser,Exploration:1020,curtlin,2021-01-22 19:22:13.152,Cimone 2k16,curtlin,no description
Napoleonic:1051,normalUser,Abstact Strategy:1009,lucribeiro,2021-01-22 19:21:56.431,Bel gruppo,lucribeiro,no description
Memory:1045,normalUser,Murder/Mystery:1040,tanavanderpal,2021-01-22 19:22:10.469,Bel gruppo,tanavanderpal,no description
Novel-Based:1093,normalUser,Adventure:1022,the_talent,2021-01-22 19:22:10.101,Quelli di sempre,no description,the_talent
Exploration:1020,normalUser,Movies/TV/Radio Theme:1064,gabo2007,2021-01-22 19:21:58.428,Bel gruppo,gabo2007,no description
Dice:1017,normalUser,Book:1117,doktordisco,2021-01-22 19:22:01.38,Cimone 2k16,doktordisco,no description
Economic:1021,influencer,World War II: 1049,mintus maximus,2021-01-22 19:21:59.249,Quelli di sempre,no description,mintus maximus
Exploration:1020,normalUser,Card Game:1002,mtafti,2021-01-22 19:22:02.793,Quelli di sempre,no description,mtafti
Collectible Components:1044,normalUser,Science Fiction:1016,dimagm,2021-01-22 19:21:55.557,Quelli di sempre,no description,dimagm
Aviation/Flight:2650,normalUser,Territory Building:1086,alisonn,2021-01-22 19:22:08.318,Bel gruppo,alisonn,no description
Spies/Secret Agents:1081,normalUser,Bluffing:1023,jmcnear,2021-01-22 19:22:12.139,Cimone 2k16,jmcnear,no description
Napoleonic:1051,normalUser,Action/Dexterity:1032,jroorbdsaonn,2021-01-22 19:22:04.944,Gli sfollati,jroorbdsaonn,no description
Miniatures:1047,normalUser,Puzzle:1028,dbailey1564,2021-01-22 19:22:10.334,Pisammare,dbailey1564,no description
Dice:1017,normalUser,World War II: 1049,lontany,2021-01-22 19:22:04.879,Cimone 2k16,lontany,no description
Children's Game:1041,normalUser,Miniatures:1047,nguerra1971,2021-01-22 19:22:01.093,Pisammare,nguerra1971,no description
Negotiation:1026,normalUser,Economic:1021,grondl,2021-01-22 19:21:54.588,Cimone 2k16,grondl,no description
Travel:1097,normalUser,Print & Play:1120,ferna_j5,2021-01-22 19:22:09.956,Gli sfollati,ferna_j5,no description
Novel-Based:1093,normalUser,Word-game:1025,dreaddormammu,2021-01-22 19:22:10.743,Cimone 2k16,dreaddormammu,no description
Economic:1021,influencer,Science Fiction:1016,ket0514,2021-01-22 19:22:07.478,Quelli di sempre,no description,ket0514
Modern Warfare:1069,normalUser,Action/Dexterity:1032,dimetime,2021-01-22 19:21:54.43,Pisammare,dimetime,no description
Movies/TV/Radio Theme:1064,normalUser,World War II: 1049,gary120,2021-01-22 19:22:00.69,Quelli di sempre,no description,gary120
Fantasy:1010,normalUser,Travel:1097,christophercoutinho,2021-01-22 19:22:10.687,Pisammare,christophercoutinho,no description
Movies/TV/Radio Theme:1064,normalUser,Wargame:1019,europearound,2021-01-22 19:22:09.982,Bel gruppo,europearound,no description
Deduction:1039,normalUser,Travel:1097,bf_costello,2021-01-22 19:21:55.478,Gli sfollati,bf_costello,no description
Racing:1031,normalUser,Children's Game:1041,birch10,2021-01-22 19:22:11.077,Pisammare,birch10,no description
Movies/TV/Radio Theme:1064,normalUser,Economic:1021,frankzed,2021-01-22 19:22:01.832,Bel gruppo,frankzed,no description
Collectible Components:1044,normalUser,Card Game:1002,hurtbotpegasus9,2021-01-22 19:22:04.727,Gli sfollati,hurtbotpegasus9,no description
Economic:1021,normalUser,Novel-Based:1093,nikon_990,2021-01-22 19:22:00.427,Gli sfollati,nikon_990,no description
Science Fiction:1016,normalUser,World War II: 1049,doubt72,2021-01-22 19:22:11.304,Bel gruppo,doubt72,no description
Word-game:1025,normalUser,Memory:1045,bone4lyf,2021-01-22 19:22:08.546,Cimone 2k16,bone4lyf,no description
Novel-Based:1093,normalUser,Exploration:1020,kulel,2021-01-22 19:21:56.175,Quelli di sempre,no description,kulel
Book:1117,normalUser,Territory Building:1086,hockster,2021-01-22 19:22:13.108,Pisammare,hockster,no description
Racing:1031,influencer,Bluffing:1023,shiggy,2021-01-22 19:22:08.425,Bel gruppo,shiggy,no description
Novel-Based:1093,normalUser,Movies/TV/Radio Theme:1064,castingnets,2021-01-22 19:21:57.85,Bel gruppo,castingnets,no description
Economic:1021,normalUser,Miniatures:1047,kusti0152,2021-01-22 19:21:56.2,Quelli di sempre,no description,kusti0152
Territory Building:1086,normalUser,Medieval:1035,lewisgwyther,2021-01-22 19:21:56.095,Bel gruppo,lewisgwyther,no description
Negotiation:1026,influencer,Ancient:1050,bule,2021-01-22 19:21:55.287,Cimone 2k16,bule,no description
Puzzle:1028,influencer,Children's Game:1041,squiptar,2021-01-22 19:22:10.89,Gli sfollati,squiptar,no description
Real-time:1037,normalUser,Medical:2145,russland3,2021-01-22 19:21:53.43,Gli sfollati,russland3,no description
Sports:1038,influencer,Children's Game:1041,frank_avocado,2021-01-22 19:22:10.359,Quelli di sempre,no description,frank_avocado
Sports:1038,normalUser,Collectible Components:1044,chigurh,2021-01-22 19:21:57.634,Bel gruppo,chigurh,no description
Negotiation:1026,influencer,Miniatures:1047,jmheineken1981,2021-01-22 19:21:56.687,Bel gruppo,jmheineken1981,no description
World War II: 1049,normalUser,Deduction:1039,rustere,2021-01-22 19:22:10.809,Cimone 2k16,rustere,no description
Humor:1079,normalUser,Medieval:1035,efduarte,2021-01-22 19:22:03.429,Gli sfollati,efduarte,no description
Ancient:1050,influencer,Science Fiction:1016,deemb,2021-01-22 19:21:54.09,Bel gruppo,deemb,no description
Miniatures:1047,influencer,Collectible Components:1044,greltch,2021-01-22 19:22:03.947,Gli sfollati,greltch,no description
Trains:1034,normalUser,Transportation:1011,puddleyc,2021-01-22 19:21:59.235,Gli sfollati,puddleyc,no description
Dice:1017,normalUser,Action/Dexterity:1032,exa1zar2ius3,2021-01-22 19:21:54.6,Pisammare,exa1zar2ius3,no description
Spies/Secret Agents:1081,normalUser,Racing:1031,squidmon2,2021-01-22 19:22:06.147,Pisammare,squidmon2,no description
Dice:1017,normalUser,Animals:1089,wicked griffin,2021-01-22 19:22:10.385,Cimone 2k16,wicked griffin,no description
Animals:1089,influencer,Abstact Strategy:1009,pablomosquera,2021-01-22 19:22:11.949,Gli sfollati,pablomosquera,no description
Abstact Strategy:1009,influencer,Napoleonic:1051,piru,2021-01-22 19:22:07.737,Cimone 2k16,piru,no description
Movies/TV/Radio Theme:1064,normalUser,Wargame:1019,jazzflight,2021-01-22 19:21:54.907,Quelli di sempre,no description,jazzflight
Party Game:1030,influencer,Miniatures:1047,elliesophiehall,2021-01-22 19:22:10.618,Quelli di sempre,no description,elliesophiehall
Economic:1021,normalUser,Number:1098,taegukki,2021-01-22 19:22:11.535,Quelli di sempre,no description,taegukki
Party Game:1030,normalUser,Medical:2145,gsolanof,2021-01-22 19:21:55.663,Cimone 2k16,gsolanof,no description
Children's Game:1041,normalUser,Zombies:2481,spawnofseitan,2021-01-22 19:22:04.782,Cimone 2k16,spawnofseitan,no description
Educational:1094,normalUser,Puzzle:1028,krahenkamp,2021-01-22 19:21:53.459,Pisammare,krahenkamp,no description
Sports:1038,normalUser,World War II: 1049,mauricedeltaco,2021-01-22 19:22:06.217,Cimone 2k16,mauricedeltaco,no description
Travel:1097,normalUser,Wargame:1019,debitdejeux,2021-01-22 19:21:57.015,Gli sfollati,debitdejeux,no description
Memory:1045,normalUser,Science Fiction:1016,johnvv3232,2021-01-22 19:22:03.117,Quelli di sempre,no description,johnvv3232
Novel-Based:1093,normalUser,Print & Play:1120,itblackhammertime,2021-01-22 19:21:58.982,Bel gruppo,itblackhammertime,no description
Medical:2145,normalUser,Ancient:1050,bunjijump,2021-01-22 19:21:59.325,Cimone 2k16,bunjijump,no description
Memory:1045,normalUser,World War II: 1049,cwlin0131,2021-01-22 19:22:11.896,Gli sfollati,cwlin0131,no description
Travel:1097,normalUser,Party Game:1030,ladykapdragon,2021-01-22 19:21:58.891,Cimone 2k16,ladykapdragon,no description
Aviation/Flight:2650,normalUser,Ancient:1050,branstonoriginal,2021-01-22 19:21:58.628,Gli sfollati,branstonoriginal,no description
Aviation/Flight:2650,normalUser,Book:1117,sparts,2021-01-22 19:22:01.013,Bel gruppo,sparts,no description
Print & Play:1120,normalUser,Novel-Based:1093,spankytaz,2021-01-22 19:22:02.657,Bel gruppo,spankytaz,no description
Medical:2145,normalUser,Murder/Mystery:1040,ymmtfmy,2021-01-22 19:22:11.144,Quelli di sempre,no description,ymmtfmy
Zombies:2481,normalUser,Napoleonic:1051,waiting511,2021-01-22 19:21:58.239,Cimone 2k16,waiting511,no description
Deduction:1039,normalUser,Fantasy:1010,thediceplayer,2021-01-22 19:21:53.187,Pisammare,thediceplayer,no description
Word-game:1025,normalUser,Territory Building:1086,procyondeneb,2021-01-22 19:21:59.672,Cimone 2k16,procyondeneb,no description
Racing:1031,influencer,Number:1098,pinklimabeans,2021-01-22 19:22:06.691,Cimone 2k16,pinklimabeans,no description
Word-game:1025,normalUser,Modern Warfare:1069,emalc,2021-01-22 19:22:04.044,Pisammare,emalc,no description
Miniatures:1047,normalUser,Educational:1094,avalain,2021-01-22 19:22:01.844,Bel gruppo,avalain,no description
Transportation:1011,influencer,World War II: 1049,gruulz,2021-01-22 19:21:55.898,Bel gruppo,gruulz,no description
Negotiation:1026,normalUser,Zombies:2481,aurorevalery,2021-01-22 19:22:05.538,Quelli di sempre,no description,aurorevalery
Exploration:1020,moderator,Napoleonic:1051,rnicholson95,2021-01-22 19:22:03.231,Bel gruppo,rnicholson95,no description
Murder/Mystery:1040,normalUser,Science Fiction:1016,jresko,2021-01-22 19:22:00.567,Cimone 2k16,jresko,no description
Memory:1045,normalUser,Spies/Secret Agents:1081,beren11,2021-01-22 19:22:12.871,Cimone 2k16,beren11,no description
Children's Game:1041,normalUser,Napoleonic:1051,listrain,2021-01-22 19:22:11.185,Cimone 2k16,listrain,no description
Ancient:1050,normalUser,Murder/Mystery:1040,girlgeekonfleek,2021-01-22 19:22:04.385,Quelli di sempre,no description,girlgeekonfleek
Book:1117,normalUser,Deduction:1039,badcaptaingames,2021-01-22 19:22:02.962,Pisammare,badcaptaingames,no description
Modern Warfare:1069,normalUser,Transportation:1011,alexhong96,2021-01-22 19:22:05.564,Gli sfollati,alexhong96,no description
Murder/Mystery:1040,normalUser,Party Game:1030,robot70882,2021-01-22 19:22:11.023,Bel gruppo,robot70882,no description
World War II: 1049,normalUser,Racing:1031,ryrodrigo,2021-01-22 19:22:12.126,Gli sfollati,ryrodrigo,no description
Educational:1094,normalUser,Zombies:2481,le platte studios,2021-01-22 19:22:06.476,Gli sfollati,le platte studios,no description
Medical:2145,normalUser,Children's Game:1041,timeodanaos,2021-01-22 19:22:01.315,Cimone 2k16,timeodanaos,no description
Travel:1097,normalUser,Real-time:1037,dfbowen,2021-01-22 19:22:05.867,Bel gruppo,dfbowen,no description
Zombies:2481,normalUser,Party Game:1030,maximnicov,2021-01-22 19:22:02.457,Cimone 2k16,maximnicov,no description
Adventure:1022,normalUser,Medieval:1035,datshuki,2021-01-22 19:22:08.262,Quelli di sempre,no description,datshuki
Adventure:1022,normalUser,Negotiation:1026,almsthvn,2021-01-22 19:22:02.416,Pisammare,almsthvn,no description
Wargame:1019,normalUser,Spies/Secret Agents:1081,beautifultoys,2021-01-22 19:21:53.768,Pisammare,beautifultoys,no description
Travel:1097,normalUser,Territory Building:1086,hikarusaii,2021-01-22 19:22:02.922,Quelli di sempre,no description,hikarusaii
Humor:1079,normalUser,Spies/Secret Agents:1081,anouschnei,2021-01-22 19:22:10.318,Bel gruppo,anouschnei,no description
Spies/Secret Agents:1081,normalUser,Video Game Theme:1101,pitbullover138,2021-01-22 19:22:08.454,Cimone 2k16,pitbullover138,no description
Spies/Secret Agents:1081,normalUser,Video Game Theme:1101,pitbullover138,2021-01-22 19:21:59.088,Gli sfollati,pitbullover138,no description
Animals:1089,normalUser,Number:1098,najata,2021-01-22 19:21:54.351,Pisammare,najata,no description
Spies/Secret Agents:1081,normalUser,Adventure:1022,cmcriswell,2021-01-22 19:22:07.179,Pisammare,cmcriswell,no description
Economic:1021,influencer,Abstact Strategy:1009,donnyramos,2021-01-22 19:21:57.477,Pisammare,donnyramos,no description
Science Fiction:1016,normalUser,Territory Building:1086,dualta,2021-01-22 19:22:01.443,Pisammare,dualta,no description
Humor:1079,influencer,Fantasy:1010,ernierasta,2021-01-22 19:22:11.37,Gli sfollati,ernierasta,no description
Fantasy:1010,normalUser,Memory:1045,janus89,2021-01-22 19:22:07.165,Cimone 2k16,janus89,no description
