name,category_1,category_2
Tycoon,Economic:1021,null
Ambiguity,Word Game:1025,null
Tiny Grumpy Armies,Card Game:1002,Fantasy:1010
Consumers Power Play,Educational:1094,Trivia:1027
Game of Familiar Quotations,Educational:1094,Party Game:1030
TOPOLO,Abstract Strategy:1009,null
Wilde Möhrenjagd!,Animals:1089,Children's Game:1041
Assault: 19XX,Adventure:1022,Card Game:1002
Fútbol Strategy,Sports:1038,null
Skunked,Dice:1017,null
Greedy Gator Game,Action / Dexterity:1032,Animals:1089
Cat & Chocolate: Blooming Days,Card Game:1002,Party Game:1030
Fingertips,Animals:1089,Card Game:1002
Hermit Crab Havoc,Animals:1089,Print & Play:1120
Mr. Creepy's Geisterschloss,Adventure:1022,Children's Game:1041
Regati,Nautical:1008,Racing:1031
Quanzy,Abstract Strategy:1009,null
Smarticulation Language Edition I,Trivia:1027,null
OCCUPYology,Dice:1017,Political:1001
Separation Anxiety,Puzzle:1028,null
Swords and Heroes: Starter Set,Ancient:1050,Civilization:1015
Game of BoPeep,Children's Game:1041,null
Animal Fun,Educational:1094,null
Travel Qixit,Dice:1017,Word Game:1025
Travellino Kids,Card Game:1002,Children's Game:1041
Quadro Color,Abstract Strategy:1009,Real-time:1037
The Game of Visiting Birds' Nests Without Robbing Them,Animals:1089,Children's Game:1041
Experior,Bluffing:1023,Card Game:1002
Star Cargo,Card Game:1002,Economic:1021
Parrot Pile Up,Action / Dexterity:1032,Animals:1089
Monkeys Up,Animals:1089,Children's Game:1041
txTylz,Word Game:1025,null
Tresquis,Educational:1094,Environmental:1084
Perspectivo,Action / Dexterity:1032,Educational:1094
Der kugelrunde König,Children's Game:1041,Educational:1094
Bärenschlau,Animals:1089,Children's Game:1041
Aizu Campaign,Wargame:1019,null
Island Emergency,Print & Play:1120,null
Scrapyard Battle,Movies / TV / Radio theme:1064,Print & Play:1120
Get the Cheese!,Animals:1089,Card Game:1002
Game of Three Blind Mice,Children's Game:1041,null
Ciutat 10,Children's Game:1041,City Building:1029
SeaWar: 1805,Age of Reason:2726,Book:1117
The Salem Conspiracy,Bluffing:1023,Card Game:1002
One Thousand,Abstract Strategy:1009,Card Game:1002
Alpha Colony,Civilization:1015,Science Fiction:1016
Game of the Transatlantic Flight,Aviation / Flight:2650,null
JaLink!,Party Game:1030,Word Game:1025
What's Your Cosmo?,Card Game:1002,Game System:1119
A pet for Laura,Children's Game:1041,null
Monopoly: Brave Collector's Edition,Economic:1021,Movies / TV / Radio theme:1064
Star Trek Tactics: Movie Mini-Game,Miniatures:1047,Movies / TV / Radio theme:1064
Monster Zoo,Card Game:1002,Fantasy:1010
Skelebone's Model Game Entry,null,null
The Great Aleph Beis Race Game,Children's Game:1041,Educational:1094
Ciber: IT's all in the game,Card Game:1002,null
Dr. Arch's Mutations,Card Game:1002,null
Mage Clash,Fantasy:1010,Fighting:1046
Fail!,Humor:1079,Party Game:1030
Monopoly: South Park Collector's Edition,Economic:1021,Movies / TV / Radio theme:1064
Find the Treasure,Children's Game:1041,Pirates:1090
Arrow Soccer,Children's Game:1041,Sports:1038
Glamour,Children's Game:1041,null
Penguin Pals' Passing Puzzle,Animals:1089,Maze:1059
Shape Up!,Card Game:1002,Deduction:1039
A Way with Words,Word Game:1025,null
Flick Your Chip,Action / Dexterity:1032,Racing:1031
Artful Deductions,Educational:1094,Trivia:1027
Monopoly: Sonic the Hedgehog Collector's Edition,Animals:1089,Economic:1021
Tavern Dice,Fantasy:1010,null
Flipping Fishes,Action / Dexterity:1032,Racing:1031
The Seal Beach Trivia Game,Trivia:1027,null
Yorsh,Party Game:1030,null
Andy Pandy and Teddy are Fast Asleep,Children's Game:1041,Movies / TV / Radio theme:1064
A Fair Battleground,Napoleonic:1051,Print & Play:1120
Pompker,Bluffing:1023,Card Game:1002
Family Farm,Action / Dexterity:1032,Children's Game:1041
Scrabble: The Hobbit – An Unexpected Journey Edition,Movies / TV / Radio theme:1064,Novel-based:1093
Awkwords,Word Game:1025,null
"Introspection, The Board Game",null,null
Schach4,null,null
The New U.S. Merchant Marine and International Salesman,Nautical:1008,null
Sight Word Picnic Bingo,Children's Game:1041,Educational:1094
First Words: Memo Spiel,Children's Game:1041,Educational:1094
Scrabble: The Beatles Edition,Music:1054,Word Game:1025
Malnehmen bis 100: Memo Spiel,Children's Game:1041,Educational:1094
BattleWin!: Battle To Win The Ultimate Battle Of Win,Card Game:1002,Fighting:1046
Plus und Minus bis 20. Memo-Spiel,Children's Game:1041,Educational:1094
Non c'è 2... senza 3!,Children's Game:1041,Mature / Adult:1118
Allegrando,Card Game:1002,Music:1054
Snake Clash,Abstract Strategy:1009,Print & Play:1120
Plastic Hell,Miniatures:1047,Print & Play:1120
Legendice,Card Game:1002,Civilization:1015
Shades and Glamour,Bluffing:1023,Card Game:1002
Isle of Domination,Economic:1021,Print & Play:1120
Century 21-opoly,Economic:1021,Negotiation:1026
Princess Pony Trek,Animals:1089,Children's Game:1041
I Superstiti,Adventure:1022,Educational:1094
OXYGIN,Card Game:1002,Word Game:1025
Gerontopoly,Medical:2145,null
Show Me The Kwan,Dice:1017,Word Game:1025
Drake: The Dragon Wargame,Fantasy:1010,Miniatures:1047
Grablin,Dice:1017,null
Swatters: Large Scale Bug Hunting Miniatures Rules,Book:1117,Miniatures:1047
Miniland Adventures!,Dice:1017,Fighting:1046
Championship Fight Game,Sports:1038,null
Snip Snap,Card Game:1002,Economic:1021
Zombielievable,Card Game:1002,Horror:1024
"Zombies, Aliens & Monsters (Oh My!)",Dice:1017,Horror:1024
Tübinger Stocherkahnrennen,Nautical:1008,Racing:1031
Slangology,Party Game:1030,null
Pixeled Kings,Video Game Theme:1101,null
Quick Slap!,Card Game:1002,Real-time:1037
Spekulatius,Card Game:1002,null
Trickery,Card Game:1002,null
Buffalo Round-Up Game,American West:1055,Animals:1089
Terrasauria,Educational:1094,Prehistoric:1036
Bibi Blocksberg auf dem Martinshof,Children's Game:1041,Movies / TV / Radio theme:1064
Walled City,Abstract Strategy:1009,Ancient:1050
Chance oder Logik,Economic:1021,null
Old MacDonald Had a Farm,Animals:1089,Children's Game:1041
Poker Suite,Book:1117,Card Game:1002
Kolorowy zawrót głowy,Abstract Strategy:1009,Children's Game:1041
Granie w malowanie,Children's Game:1041,null
Boomtown Tycoon,American West:1055,Civilization:1015
Census,Medical:2145,null
Killer Bunnies: Heroes vs. Villains – Blue Starter Deck,Animals:1089,Card Game:1002
Business Guru,Economic:1021,Negotiation:1026
Million Dollar Idea,Economic:1021,Industry / Manufacturing:1088
Final Lap: the card game,Racing:1031,null
Plus und Minus bis 100: Memo Spiel,Children's Game:1041,Educational:1094
Mengen und Größen: Memo-Spiel,Children's Game:1041,Educational:1094
Selbstlaute: Mau-Mau-Spiel,Card Game:1002,Children's Game:1041
Wörter mit ss und ß: Rechtschreib-Spiel,Card Game:1002,Children's Game:1041
Tolvan,Dice:1017,null
Cityspiel Münster: Wer ist der cleverste Unternehmensgründer der Stadt?,null,null
Cardio Alarm,Action / Dexterity:1032,Card Game:1002
Quack Quack Duck!,Animals:1089,Card Game:1002
Fußball Quiz in der Box,Children's Game:1041,Sports:1038
Chess King,Abstract Strategy:1009,Action / Dexterity:1032
Farming For Fun,Animals:1089,Economic:1021
"Rock, Paper, Scissors, BANG!",Abstract Strategy:1009,null
Taffy's Party Game,Children's Game:1041,null
Ravenna Fatto d'Arme,Renaissance:1070,Wargame:1019
Rules Lawyer,Card Game:1002,Party Game:1030
Bombinoes,null,null
Insurgence,Bluffing:1023,Print & Play:1120
Mystique,Card Game:1002,null
Global Chemistry,Educational:1094,null
Do Your Job,Bluffing:1023,Card Game:1002
Era of the Ninja,Adventure:1022,Dice:1017
Mountains of Sorrow,Dice:1017,Print & Play:1120
Asylum,Card Game:1002,null
Primary Moves,Abstract Strategy:1009,null
Taijitu,Abstract Strategy:1009,null
Gears of War: Judgement – Survival,Dice:1017,Miniatures:1047
A Lesser Wrath/Sommar Skrala,Age of Reason:2726,Nautical:1008
OSIRIS! A Romance in Six Parts,Adventure:1022,Fantasy:1010
Sicher ist sicher,Dice:1017,Travel:1097
Onk-Onk,Action / Dexterity:1032,Card Game:1002
Clacto Dice,Action / Dexterity:1032,null
Fun Bowl Football,Sports:1038,null
Montenotte,Napoleonic:1051,Wargame:1019
Loversopoly,Mature / Adult:1118,null
Escape the Blob,Children's Game:1041,Dice:1017
Ransack,null,null
Ultrium Sphere: Sub'Primal Sphere,Card Game:1002,Science Fiction:1016
Rockin' Reading,Card Game:1002,Children's Game:1041
Great War at Sea: U.S. Navy Plan Crimson (Second Edition),Nautical:1008,Wargame:1019
Shelby's Snack Shack Game,Animals:1089,Children's Game:1041
Station Fall,Science Fiction:1016,null
Chaos: Path Maker,Print & Play:1120,null
Il gioco dello Zig Zag,Educational:1094,null
Kataktisi,Abstract Strategy:1009,null
Ta Teixh,Abstract Strategy:1009,null
Ταξιδεύοντας στην Ευρώπη,Educational:1094,Trivia:1027
Pillow Fight!,Card Game:1002,Fighting:1046
Politics of India,Political:1001,null
The 7 Habits of Happy Kids Game,Card Game:1002,Children's Game:1041
Mages,Fantasy:1010,null
The Battlefield: Miniature Modern Warfare,Book:1117,Miniatures:1047
Triple Crown,Abstract Strategy:1009,Bluffing:1023
Carcassonne Big Box 2,City Building:1029,Medieval:1035
Mad Dogs with Guns,Book:1117,Fighting:1046
Wirbelwörter,Card Game:1002,Dice:1017
Sprücheklopfer,Card Game:1002,Word Game:1025
God of Battles,Fantasy:1010,Fighting:1046
Stack 'em up Stan,Action / Dexterity:1032,null
Fingerpori,Comic Book / Strip:1116,Party Game:1030
Zodi,Abstract Strategy:1009,null
Quantum Leap,Abstract Strategy:1009,Print & Play:1120
A Reign of Missiles,Modern Warfare:1069,Wargame:1019
Macht,Trivia:1027,null
Sexxxtions,Bluffing:1023,Mature / Adult:1118
Agatha Christie: The Scoop,Deduction:1039,Murder/Mystery:1040
Trick Track,Print & Play:1120,Trains:1034
Teenage Mutant Ninja Turtles: Sewer Battle Game,Children's Game:1041,Fighting:1046
"Rupert's ""Four Winds"" Game",Children's Game:1041,Comic Book / Strip:1116
Repair the Mill,Children's Game:1041,null
The Giant's Footprints Game,Children's Game:1041,null
Buccaneers!,Adventure:1022,Dice:1017
Silence on tourne,Card Game:1002,Movies / TV / Radio theme:1064
Doomworks,Science Fiction:1016,null
Whereabouts,Trivia:1027,null
The Wall Game,Action / Dexterity:1032,null
Ah-Harr,Card Game:1002,Pirates:1090
Geodeto,Educational:1094,Travel:1097
Cinderella Royal Ball Game,Children's Game:1041,Movies / TV / Radio theme:1064
Labyrinth Life: The Maze of Being You,Card Game:1002,Exploration:1020
La Bataille de Dölitz 1813,Napoleonic:1051,Print & Play:1120
Lickety Quick,Card Game:1002,Educational:1094
Connect with Pieces: Pacific Rim,Puzzle:1028,null
Go Diego Go! Rescue the Animals,Animals:1089,Card Game:1002
Zoodlums,Animals:1089,Card Game:1002
Nick's Finger Baseball,Sports:1038,null
Perfect Storm: Alaska,Economic:1021,Exploration:1020
Reflecto,Abstract Strategy:1009,Dice:1017
Sectorball: 12Touches Football,Children's Game:1041,Party Game:1030
OPFOR Insurgency II,Modern Warfare:1069,null
Veto: The Boardgame,Political:1001,null
Movie Bite,Exploration:1020,Horror:1024
Mash PotatoS,Bluffing:1023,Card Game:1002
Schurken Schnappen,Action / Dexterity:1032,Children's Game:1041
Mr. Money,Educational:1094,null
Solo Dungeon Crawl,Dice:1017,Fantasy:1010
Catch the Leader,Animals:1089,Children's Game:1041
KiCKeT!,Action / Dexterity:1032,Miniatures:1047
Kyro 5,Abstract Strategy:1009,null
Меценат,Card Game:1002,null
Купи Слона,Animals:1089,Bluffing:1023
Pyramid,Card Game:1002,null
Shattered Empires,Card Game:1002,Science Fiction:1016
Happy Feet Two: Slippery Slopes Game,Children's Game:1041,Movies / TV / Radio theme:1064
Time Soldiers,World War II:1049,null
"Rupert's ""Write a Letter"" Game",Action / Dexterity:1032,Children's Game:1041
Dragones Y Mazmorras,Card Game:1002,Children's Game:1041
Dragon Caster,Abstract Strategy:1009,Dice:1017
8Bit Flashback: Super Mario Bros 3,Print & Play:1120,Video Game Theme:1101
Hit fast! Hit hard!,Modern Warfare:1069,null
Un Contre Tous,Word Game:1025,null
Perfidious,Abstract Strategy:1009,Bluffing:1023
CiRKiTRY,Abstract Strategy:1009,Print & Play:1120
Pescadores Intrépidos,Sports:1038,null
Wett-Turnen,Children's Game:1041,Dice:1017
Speed,Transportation:1011,Travel:1097
The Jolly Animal Picnic Game,Children's Game:1041,null
Pog Word Builder Game,Action / Dexterity:1032,Word Game:1025
Zippers,Card Game:1002,Humor:1079
Dino Daze,Memory:1045,null
Vudila Lauamäng,Children's Game:1041,null
Timeout,Electronic:1072,Party Game:1030
Killer: Vanilla,Card Game:1002,Fighting:1046
Monopoly: Bietigheimer Wohnbau,Economic:1021,Negotiation:1026
Monopoly: Mars edition,Animals:1089,Economic:1021
Kalory,Educational:1094,Medical:2145
Monopoly: Sharp Solar,Economic:1021,Negotiation:1026
Hannah Montana Music Game,Card Game:1002,Children's Game:1041
Monopoly: KanAm Grund,Economic:1021,Negotiation:1026
Monopoly: Otra Süd,Economic:1021,Negotiation:1026
Mad Libs Criss Cross,Word Game:1025,null
Das lustige Drogistenspiel,Children's Game:1041,Medical:2145
Textra,Word Game:1025,null
Monopoly: Bourgogne,Economic:1021,Negotiation:1026
Monopoly: Charente,Economic:1021,Negotiation:1026
Monopoly: Monaco,Economic:1021,Negotiation:1026
Vietnam,Modern Warfare:1069,Vietnam War:1109
Monopoly: Jura,Economic:1021,Negotiation:1026
The Stanley Africa Game,Adventure:1022,Travel:1097
Monopoly: Perpignan,Economic:1021,Negotiation:1026
300 Pop Questions: 60's,Card Game:1002,Music:1054
Monopoly: Lausanne,Economic:1021,Negotiation:1026
Monopoly: Dijon,Economic:1021,Negotiation:1026
Monopoly: Nancy,Economic:1021,Negotiation:1026
Super Six,Card Game:1002,Sports:1038
High School Musical 3 Prom Night Game,Card Game:1002,Movies / TV / Radio theme:1064
Teramyyd: Earthsphere,Adventure:1022,Aviation / Flight:2650
Rugrats,Action / Dexterity:1032,Card Game:1002
Ride the Rail,Economic:1021,Exploration:1020
Detektiv Horch,Card Game:1002,Children's Game:1041
Aidler-14,Space Exploration:1113,null
Monopoly: Alès,Economic:1021,Negotiation:1026
Rechengalaxie,Educational:1094,Math:1104
Monopoly: Dundee,Economic:1021,Negotiation:1026
Monopoly: Cork,Economic:1021,Negotiation:1026
Monopoly: Chelmsford,Economic:1021,Negotiation:1026
Lowlander,Adventure:1022,Economic:1021
Monopoly: Isle of Man,Economic:1021,Negotiation:1026
Monopoly: Bradford,Economic:1021,Negotiation:1026
Monopoly: Plymouth,Economic:1021,Negotiation:1026
Monopoly: Málaga,Economic:1021,Negotiation:1026
Monopoly: Sevilla,Economic:1021,Negotiation:1026
Monopoly: Valladolid,Economic:1021,Negotiation:1026
Monopoly: Quimper,Economic:1021,Negotiation:1026
Monopoly: Aveyron,Economic:1021,Negotiation:1026
Monster Con,Horror:1024,Movies / TV / Radio theme:1064
Guilds of Florence,Medieval:1035,null
Monopoly: La France Agricole,Economic:1021,Negotiation:1026
Monopoly: Morbihan,Economic:1021,Negotiation:1026
Monopoly: Isère,Economic:1021,Negotiation:1026
Monopoly: Puteaux,Economic:1021,Negotiation:1026
Brainwashed,Action / Dexterity:1032,Children's Game:1041
Rat Chase,Action / Dexterity:1032,Animals:1089
Iris,Abstract Strategy:1009,null
Monopoly: Colmar,Economic:1021,Negotiation:1026
Monopoly: Aix-en-Provence,Economic:1021,Negotiation:1026
Monopoly: Clermont Ferrand,Economic:1021,Negotiation:1026
Monopoly: Mulhouse,Economic:1021,Negotiation:1026
Monopoly: Hérault,Economic:1021,Negotiation:1026
Monopoly: Le Mans,Economic:1021,Negotiation:1026
Minirolly und Minigolf,Action / Dexterity:1032,Sports:1038
of Shot & Blade,Adventure:1022,Fantasy:1010
CineManiac: Horror Edition,Card Game:1002,Horror:1024
Mother's Day,Abstract Strategy:1009,Humor:1079
Haunted Dungeon,Adventure:1022,Exploration:1020
Steam City Defense,Dice:1017,Negotiation:1026
Steam City Warfare,Abstract Strategy:1009,Aviation / Flight:2650
Monsteropoly,Economic:1021,Negotiation:1026
Football Bones,Card Game:1002,Dice:1017
Monopoly: La Rochelle,Economic:1021,Negotiation:1026
Monopoly: America's World War II,Economic:1021,Negotiation:1026
The Stewardship Game,Children's Game:1041,Educational:1094
Steel Towers,City Building:1029,Economic:1021
Terra,Educational:1094,Environmental:1084
Philosophie: Das Spiel,Ancient:1050,Educational:1094
Original World Rummy,Abstract Strategy:1009,null
Space Relics,Adventure:1022,Print & Play:1120
Gangs City,null,null
Immer mit der Ruhe,Dice:1017,Racing:1031
Find It!: The Bible Scavenger Hunt,Religious:1115,Trivia:1027
The Kuromaku: Domination of Japan,Political:1001,null
Roundhouse Kick,Dice:1017,Fighting:1046
Winnetou 1,American West:1055,Children's Game:1041
Footprints,Educational:1094,Environmental:1084
Storming the Citadel,Action / Dexterity:1032,Children's Game:1041
Lauamäng-laudlina,Children's Game:1041,null
Claim Your Garden,Abstract Strategy:1009,Children's Game:1041
Sei stark. Sag Nein!,Children's Game:1041,Educational:1094
So läuft der Hase!,Abstract Strategy:1009,null
Das Prestel Kunstspiel,Party Game:1030,null
Shi**y Shark Movie,Animals:1089,Card Game:1002
77 Sunset Strip,Children's Game:1041,Dice:1017
Europa Rundreise,Children's Game:1041,Racing:1031
DadOpoly,Economic:1021,Negotiation:1026
Stardust Imperium,Card Game:1002,Civilization:1015
Team Work,Card Game:1002,Humor:1079
Blumen finden,Animals:1089,Children's Game:1041
Kolossus,Fantasy:1010,Miniatures:1047
Schattenmonster,Memory:1045,null
Wolf Man's Curse,Card Game:1002,Horror:1024
Leprechaun Gold (King Domnall's Treasure),Party Game:1030,null
Gesellschaftsspiel Berlin,City Building:1029,Dice:1017
Rechnen bis 20,Card Game:1002,Children's Game:1041
Stop It!,Card Game:1002,Real-time:1037
Der Kampf gegen Rußland,Children's Game:1041,Dice:1017
Course Puzzle,Children's Game:1041,Puzzle:1028
Food for Thought,Abstract Strategy:1009,Children's Game:1041
Orbitalis,Abstract Strategy:1009,null
Igor,Horror:1024,Humor:1079
Foul Play,Murder/Mystery:1040,Party Game:1030
Crosswalk,Bluffing:1023,Children's Game:1041
Triple Delight,Action / Dexterity:1032,Children's Game:1041
Uno: Pinkalicious,Card Game:1002,Children's Game:1041
Lustiges Affenspiel,Animals:1089,Children's Game:1041
"Bratwurst, Bier und Gartenzwerge",Card Game:1002,Humor:1079
Álmok,Card Game:1002,Memory:1045
Cartas Assombradas,Card Game:1002,Children's Game:1041
Álmok e Cartas Assombradas Edição de Colecionador,null,null
Verschätzt noch mal!,Humor:1079,Party Game:1030
Kose Bucak Turkiye,Educational:1094,Word Game:1025
Mami Tratsch,Card Game:1002,Educational:1094
Wahrheit oder Blödsinn?,Humor:1079,Party Game:1030
CityProGame Hannover,City Building:1029,Dice:1017
Bubbly the Dolphin Game,Action / Dexterity:1032,Animals:1089
The Crazy Chicken Game,Action / Dexterity:1032,Children's Game:1041
Dark Worlds,Science Fiction:1016,Space Exploration:1113
Hond-opoly,Animals:1089,Economic:1021
Halt die Strasse gesperrt das neuzeitliche Verkehrsspiel,Children's Game:1041,Dice:1017
Pankraz hat den Zug verpaßt,Children's Game:1041,Dice:1017
Pluto on the Scent Game,Children's Game:1041,Movies / TV / Radio theme:1064
Eleven Point Black Tile,null,null
Nyans,Party Game:1030,null
Blazin' Squigs,Racing:1031,null
The Crystal Maze,Movies / TV / Radio theme:1064,Puzzle:1028
The Duke: Lord's Legacy,Abstract Strategy:1009,Medieval:1035
Tinker Tactics,Abstract Strategy:1009,Dice:1017
Warhammer: The Island of Blood,Fantasy:1010,Fighting:1046
Hello Sunshine!,Children's Game:1041,null
Zingo! Sight Words,Children's Game:1041,Educational:1094
Wordical,Card Game:1002,Word Game:1025
Scrapland Scramble,Dice:1017,Memory:1045
Little shark,Animals:1089,Racing:1031
Sudden Death: Ninja Attack,Card Game:1002,Fighting:1046
Rogue,Bluffing:1023,Card Game:1002
Red October,Civil War:1102,Negotiation:1026
Shingen vs Kenshin: Blood bath at Kawanakajima,Civil War:1102,Wargame:1019
Viy,Card Game:1002,Horror:1024
Time's Up! Academy 2,Humor:1079,Party Game:1030
Jumbo's Jolly Trunk Game,Animals:1089,Children's Game:1041
The Train Race Game,Children's Game:1041,Trains:1034
Mini Torpedo Game,Action / Dexterity:1032,Children's Game:1041
More Well-known Advertisements,Party Game:1030,null
Grübel-Grübel,Educational:1094,Trivia:1027
3 Dice,Adventure:1022,Dice:1017
Comic-Cars Walt Disney Grand Prix,Racing:1031,Sports:1038
Dozey's Dozy Day,Animals:1089,Children's Game:1041
Bad Neighbors,Card Game:1002,Horror:1024
Divorce Wars,Abstract Strategy:1009,Humor:1079
Hunt for the Ragnarok,Deduction:1039,Science Fiction:1016
Intelli Wars,Print & Play:1120,Science Fiction:1016
Musi-Matics and Musi-Winks,Music:1054,Party Game:1030
The Underground Game & What's the Letter?,Party Game:1030,Trains:1034
Agentin salaiset paperit,Bluffing:1023,Deduction:1039
Lucky Dip Quiz,Party Game:1030,Real-time:1037
The Air Race Game,Aviation / Flight:2650,Travel:1097
Test Match Game,Sports:1038,null
Board Football,Real-time:1037,Sports:1038
Ozeanflug: Im Fluge um die Welt,Aviation / Flight:2650,Children's Game:1041
Disney Gummi Bears: The Secret of Gummi Glen Game,Movies / TV / Radio theme:1064,null
Der gute Schupo,Children's Game:1041,Dice:1017
Deja Moo!,Children's Game:1041,null
Condottiere: The Dogs of War,Medieval:1035,Renaissance:1070
Transformartian,Print & Play:1120,null
Fool the Farmer,Children's Game:1041,Farming:1013
Steamplanners,City Building:1029,Print & Play:1120
Visual Panic,Card Game:1002,null
Runes and Bones,Fantasy:1010,null
Table Basket Ball,Action / Dexterity:1032,Children's Game:1041
The Gracie Allen Murder Case,Movies / TV / Radio theme:1064,Murder/Mystery:1040
Wally Woo and Dasher Diesel Have a Race!,Children's Game:1041,Trains:1034
The Peninsular Campaign,American Civil War:1048,Wargame:1019
Good Ol' Boys,Racing:1031,Sports:1038
Megadungeon!: The Catacombs of Chaos,Adventure:1022,Card Game:1002
Torn Armor,Fantasy:1010,Miniatures:1047
Hockey Night in Canada Challenge,Sports:1038,null
Quizkönig,Trivia:1027,null
Pesah Matza U'Maror,Card Game:1002,Puzzle:1028
Wer wird Quizsieger?,Children's Game:1041,Educational:1094
Karmageddon,Card Game:1002,Negotiation:1026
Eagle Alight: The Lunar Lander Board Game,Aviation / Flight:2650,Print & Play:1120
Banco Imobiliário: Cidade Olímpica,Economic:1021,Negotiation:1026
Das Königreich der Tiere,Animals:1089,Children's Game:1041
WarOFGa Trading Cards,Card Game:1002,Children's Game:1041
Monopoly: Gelsenkirchen,Economic:1021,Negotiation:1026
Let's Go Joe,Wargame:1019,null
Optimum,Economic:1021,Environmental:1084
Space Colony Hex,City Building:1029,Science Fiction:1016
Monopoly: Herzogenaurach,Economic:1021,Negotiation:1026
Sehen und Begreifen,Card Game:1002,Children's Game:1041
Monopoly: Saarland,Economic:1021,Negotiation:1026
Franchise,Economic:1021,Negotiation:1026
Fringe Wars,Science Fiction:1016,null
Clinical Anatomy,Medical:2145,Memory:1045
Monopoly: Offenburg,Economic:1021,Negotiation:1026
Monopoly: Föhr,Economic:1021,Negotiation:1026
Minden Professional Volleyball,Sports:1038,null
Minden World Cup Football,Sports:1038,null
Minden Replay Baseball,Sports:1038,null
Trenches,Bluffing:1023,Card Game:1002
Vom Fels zum Meer,Aviation / Flight:2650,Children's Game:1041
Leathernecks '43,Dice:1017,World War II:1049
Clockman,Children's Game:1041,Dice:1017
Mages in the Marketplace,Card Game:1002,Fantasy:1010
Ebenezer Scrooge's Eggnog Dash,Children's Game:1041,Collectible Components:1044
American Trivia Family Edition,Trivia:1027,null
Pop Goes Froggio,Children's Game:1041,null
Baseball Fever,Sports:1038,Trivia:1027
Xenoid: The Arcade-Style Solo Space-Shooter Card Game,Aviation / Flight:2650,Card Game:1002
Warfare,Dice:1017,Fighting:1046
Buffalo Bill,American West:1055,Children's Game:1041
Kipling: The Seemingly Saying Something Game,Bluffing:1023,Card Game:1002
Math Dice Powers Practice Edition,Educational:1094,Math:1104
Squirrels Fun House: Lost and Drunk,Fantasy:1010,Party Game:1030
Abgesperrt,Abstract Strategy:1009,null
Monopoly: Duisburg,Economic:1021,Negotiation:1026
Hull Breach: In Defiance of Dictators,Card Game:1002,Collectible Components:1044
Oblasta,Abstract Strategy:1009,null
Industry Giants,Economic:1021,null
Take Over,Economic:1021,null
Gazala,Print & Play:1120,Wargame:1019
2nd El Alemein,Print & Play:1120,Wargame:1019
colovero,null,null
Flohspiele,Action / Dexterity:1032,Children's Game:1041
El Rey de la Piel,Economic:1021,Industry / Manufacturing:1088
FIVE-OH!,Card Game:1002,Dice:1017
Asteroid Junkies!,Dice:1017,Science Fiction:1016
BattleAxe,Fighting:1046,Medieval:1035
Der lustige Sturzflieger,Aviation / Flight:2650,Children's Game:1041
Saga,Fantasy:1010,Fighting:1046
München,Educational:1094,Trivia:1027
Reise durch Oberbayern und Tirol,Children's Game:1041,Educational:1094
Deadly 60 Tracker Board Game,Animals:1089,Movies / TV / Radio theme:1064
Catcher Quartett,Card Game:1002,Children's Game:1041
Monster Memo,Children's Game:1041,Memory:1045
Honest Andy's Used Card Dealership,Bluffing:1023,Card Game:1002
Silent But Deadly,Card Game:1002,Humor:1079
Im Märchenwald,Children's Game:1041,Dice:1017
Das Kathreinerspiel,Children's Game:1041,Dice:1017
Family Charades In A Box Compendium,Action / Dexterity:1032,Movies / TV / Radio theme:1064
Legends: Dice,Card Game:1002,Dice:1017
Lustiges Reisespiel,Children's Game:1041,Dice:1017
Bull,Bluffing:1023,Card Game:1002
LEGO Chima CHI Battles,Action / Dexterity:1032,Card Game:1002
In The Club,Card Game:1002,Party Game:1030
Pax East Wizard Duel,Card Game:1002,Fantasy:1010
Wir reisen nach Berlin,Children's Game:1041,Dice:1017
Θησαυροκυνηγοί,Children's Game:1041,Collectible Components:1044
Peril,Medieval:1035,null
Il Domino Della Giornata,Educational:1094,null
Gusto Choklad,Educational:1094,Memory:1045
Gusto Öl,Educational:1094,Memory:1045
Gusto Vin,Educational:1094,Memory:1045
Nutty Balance,Action / Dexterity:1032,Animals:1089
Elemyst,Card Game:1002,Fantasy:1010
Spanish Civil War: The World War of Spain,Civil War:1102,Wargame:1019
Runestar: Tactical Fantasy Warfare,Fantasy:1010,Miniatures:1047
Trilania,Animals:1089,Collectible Components:1044
The Creature,Bluffing:1023,Card Game:1002
Ninja Trap,Card Game:1002,Memory:1045
MindTrap Geometrical Riddles: Novice Level,Card Game:1002,Puzzle:1028
MindTrap Shadow Mysteries,Card Game:1002,Puzzle:1028
MindTrap Left Brain Right Brain,Card Game:1002,Puzzle:1028
MindTrap Brain Cramp,Card Game:1002,Educational:1094
Von Kontinent zu Kontinent,Children's Game:1041,Dice:1017
What Bird Am I?,Animals:1089,Card Game:1002
Move 'n Flip,Abstract Strategy:1009,null
Monster Truck Rally,Print & Play:1120,Racing:1031
Irrvägar,Abstract Strategy:1009,null
Blockers! 2 in 1 Schnupperspiel,Abstract Strategy:1009,null
Zatre 2 in 1 Schnupperspiel,Abstract Strategy:1009,null
Unser Blumenspiel,Children's Game:1041,Dice:1017
CarTag Scavenger Hunt,Travel:1097,null
CarTag Lincence Plate Poker,Travel:1097,null
CarTag Letters and Numbers,Travel:1097,null
Space Dogsbody,Pirates:1090,Science Fiction:1016
Mein Blumenspiel,Children's Game:1041,Dice:1017
